datetime,totalFare,avgFare,totalTip,avgTip,avgTipPct
2013-07-24,3485883.6,14.1460492409332,666050.3499999902,2.702896059994847,19.107073741647316
2013-07-23,3320475.75,13.978478542741914,634784.2899999779,2.6723033821386446,19.11726926480273
2013-07-25,3629410.0500000007,14.196737153384891,690676.1799999723,2.701636919080983,19.02998477672624
2013-08-05,2794804.93,14.248667720308957,534190.1999999946,2.723445410283181,19.113684617695107
2013-08-09,3352915.14,13.90293465911447,630122.2299999924,2.612815363691368,18.793265074999553
2013-08-10,2796844.06,13.824205125670366,512901.69999999815,2.535163976966602,18.33858767227795
2013-08-08,3080447.22,13.883643206115128,593250.389999985,2.673792523751938,19.25857992788414
2013-08-06,3090752.2199999997,13.673051268099112,592542.9599999889,2.6213263613318865,19.171480527157524
2013-01-28,2965890.9899999998,13.516835094019742,571179.0899999746,2.6031076646825504,19.258263096175853
2013-01-29,3193484.0300000007,13.291175505991154,615030.6399999795,2.559737296635797,19.25892330202069
2013-01-31,3688211.8000000007,13.669663096252922,708473.9499999804,2.625825395648717,19.20914493034213
2013-01-30,3316445.92,13.393990961483318,638132.6599999858,2.5771995945186763,19.241461353302753
2013-01-01,2276616.5800000005,15.421201660920284,427032.0699999926,2.892602876128624,18.757311782381578
2013-01-21,2499606.71,14.00653765549703,470852.87999999133,2.638422503642224,18.837078573852576
2013-01-25,3562867.940000001,13.550169202742845,678420.9499999686,2.5801457752557386,19.04142846226202
2013-01-23,3344300.3100000005,13.18330124528436,646597.7999999834,2.548901950117604,19.33432228160106
2013-01-24,3413201.2600000002,13.357340664501233,658254.4299999982,2.5760358079286116,19.285543976390016
2013-01-26,3327033.8100000005,12.903982507854014,615602.7699999897,2.3876304929604375,18.503051220870805
2013-01-27,3098642.17,13.90448445605155,573503.0999999915,2.573470733939976,18.508206773678275
2013-01-22,3245131.56,13.334586172040007,624239.2499999906,2.56506459512985,19.236176976442536
2013-01-07,2545912.12,13.586603552064211,486458.4699999804,2.5960512637150472,19.107433684709445
2013-01-03,2486623.390000001,13.294536438534873,470466.4799999801,2.5153120438833203,18.919892810948742
2013-04-15,3159774.8500000006,14.247724485286826,601455.5399999922,2.7120200744902117,19.034759391163334
2013-04-18,3813290.9799999995,14.160221392074147,727950.5399999961,2.7031613540490618,19.08982408680484
2013-04-19,3818668.0500000007,14.037466088797727,719987.9499999931,2.6466836865979735,18.854426218062944
2013-04-17,3576927.6900000004,13.971391425602889,685114.6199999984,2.676040825254468,19.153717362399302
2013-04-20,3535960.3699999996,13.32850987398838,650009.0699999982,2.450155375377406,18.38281547256137
2013-04-21,3253116.06,14.343987953772825,601291.929999999,2.651280815545449,18.483568336015622
2013-04-16,3318977.44,13.859968847221932,633019.8399999926,2.643475413943552,19.072737053614702
2013-04-22,3139361.23,14.007501472425487,602315.3599999887,2.6874681420666997,19.18592082504595
2013-04-05,3754204.9000000004,13.835031232149769,707433.2199999961,2.607039560723024,18.84375623717278
2013-04-03,3488556.71,13.760859245876937,663626.2100000061,2.617720629711321,19.022944591891303
2013-04-04,3711186.8600000003,13.918238162029988,708314.7699999922,2.6564261069148603,19.085936567472977
2013-04-06,3385554.8299999996,14.092151437704999,612796.3899999871,2.550725054527843,18.10032389875627
2013-04-07,3259789.37,15.018125976126088,597126.4499999869,2.7510121765249997,18.317945800283006
2013-04-01,2773547.62,14.06592701159335,527457.1199999868,2.674976012009143,19.017417122983698
2013-04-08,2975979.4499999997,14.045058946235747,569676.9699999897,2.6885758985878847,19.142503487380928
2013-04-02,3222113.38,13.426031834659778,616551.1399999922,2.569070127921964,19.13499207777698
2013-04-09,3270283.44,13.722409395888668,624578.1099999893,2.6207870609314035,19.098592567254332
2013-04-12,3866277.2700000005,13.849037227812147,729930.2900000025,2.6146163490022403,18.879408770390704
2013-04-11,3846230.5,14.283811536290443,735199.7900000038,2.73032394753262,19.11481358176541
2013-04-13,3367997.8099999996,13.276926633894815,619812.1500000098,2.4433508887426325,18.402985541134004
2013-05-28,3148426.3600000003,14.511083989731159,593643.4299999799,2.736100098171519,18.85524265525397
2013-05-27,2297913.13,15.388566826942395,423353.959999981,2.835098777171966,18.423410113853215
2013-05-01,3590965.21,14.211063485404926,683505.7799999798,2.704939609320505,19.034040711298893
2013-05-02,3786706.7300000004,14.182369092250593,720800.8199999714,2.699618428395292,19.035031529890126
2013-05-31,3714892.71,14.26840239209089,698364.9999999704,2.6823258743728653,18.799062436448413
2013-05-30,3721410.0700000003,14.280051841505438,707395.5099999674,2.7144669265775683,19.008803026105838
2013-05-29,3396620.5700000003,14.022005779511632,644891.7199999889,2.6622565690341564,18.98627493738545
2013-05-23,3774850.49,14.973861108466616,713470.7299999851,2.8301549013073792,18.900635452716568
2013-05-21,3635535.99,14.46651302987979,694332.1499999753,2.762884241186976,19.098480991793878
2013-05-10,3834160.85,14.373665318332964,720226.4599999769,2.7000155951849,18.784461272666142
2013-05-12,3090023.87,14.6698310371348,568856.7199999811,2.700636732213471,18.409460377404173
2013-09-04,6417574.940000001,13.908858089041663,1214072.159999983,2.6312676581375523,18.917927275501086
2013-09-03,6143910.099999999,14.604017352032324,1156889.7799999844,2.7499162823864616,18.829861784598453
2013-09-05,6488601.699999999,13.643956254231798,1237547.259999986,2.6022618521929366,19.072634093104934
2013-09-02,4506903.0200000005,15.173122828516794,829151.5599999903,2.791455331412071,18.397368577058714
2013-09-06,7094184.960000002,13.77073118463247,1333605.2999999796,2.588700491493931,18.7985696386464
