datetime,totalFare,avgFare,totalTip,avgTip
2013-02-12,6014601.930000001,11.934610140030122,699629.7399999778,1.3882561616626177
2013-05-27,4411530.65,13.11916949676744,440664.2099999843,1.3104631749864224
2013-12-28,4975513.75,12.715115625327428,438630.68999999866,1.120937499201391
2013-01-05,5358756.4799999995,11.310070155591763,514244.58999998955,1.0853529940650344
2013-06-19,6199986.67,12.655229315289386,716677.71999997,1.4628613535000359
2013-03-06,6034146.699999999,11.641987115793858,703769.7599999702,1.3578189072541094
2013-04-02,5838956.8100000005,11.782804142476325,647396.7199999943,1.3064232194999774
2013-11-16,6546749.81,12.156342837937705,702184.8399999945,1.30385304133722
2013-09-23,1.0971547640000002E7,13.320254906674245,1273306.2599999937,1.5458861879821308
2013-05-17,6956035.740000001,13.030603289854504,759947.5299999714,1.4235945809752883
2013-11-06,6089108.770000001,12.601449834129062,752611.2999999861,1.557533934731877
2013-03-07,6324793.8100000005,11.749221293812557,739651.8299999806,1.3740104882633632
2013-08-12,4978646.450000003,12.469653810414748,546335.0599999932,1.368365705641155
2013-11-26,5732175.09,13.08351347341608,664824.8399999939,1.5174422649398887
2013-07-02,5306319.98,11.997105991408548,577612.9999999879,1.3059303640063031
2013-07-04,3903299.869999999,11.95603857616756,370816.29000000027,1.1358322484998675
2013-03-09,6687672.940000001,11.895540626111707,660492.549999983,1.174835556741343
2013-01-26,6269035.8100000005,11.250901036067646,651273.7499999849,1.1688267112703716
2013-04-12,6870818.430000002,12.16375461176221,763407.880000001,1.35149927415643
2013-06-30,5448572.68,13.03713969186006,548366.2699999891,1.3121101771361723
2013-12-27,4746193.84,12.429895059933951,423615.40999999986,1.1094142526784985
2013-07-13,5603886.76,11.955136951378474,566739.729999995,1.2090628126713252
2013-09-11,1.2440960479999999E7,12.413823861039766,1485521.059999974,1.482280794183888
2013-10-19,6687493.709999999,12.177101583070215,692555.6099999946,1.261058384591003
2013-11-14,6410219.67,12.658986624589978,795858.8499999957,1.5716725878149989
2013-03-20,6005110.819999999,12.16153546424615,707303.8299999875,1.432429953481188
2013-04-03,6214227.650000001,12.0931368027338,694290.0500000044,1.3511163459592506
2013-12-06,6916726.4799999995,13.032034939368588,814649.7399999636,1.5349087325811186
2013-09-14,1.243295552E7,11.996985082115907,1257910.2799999705,1.2138007603681904
2013-12-13,7102797.57,13.066076478184568,855904.6399999701,1.5744944684200874
2013-12-29,5064282.8,12.435774921114344,469985.83999999723,1.154089997176071
2013-05-10,6837856.25,12.702427128555797,748238.2599999687,1.3899739369991857
2013-02-26,5780399.68,11.639669762309408,674417.5199999858,1.3580370993854072
2013-09-28,1.31169932E7,12.466681239806721,1340738.6599999808,1.2742677567375247
2013-08-22,5968114.4399999995,12.664514447837332,682874.8699999967,1.4490805670911364
2013-10-09,6134417.379999999,12.65133522932336,738067.1199999839,1.5221550765854523
2013-01-10,5738784.35,11.761033120264617,655601.4499999926,1.3435860100133263
2013-05-20,5965185.98,12.779492563916895,658125.9199999806,1.4099334587319468
2013-04-15,5671424.970000001,12.300412448273171,627766.2399999942,1.361524434149672
2013-05-16,6755257.930000002,12.790173299757653,777389.5599999921,1.471882687064511
2013-07-07,4545033.109999999,12.66851683269875,449844.1199999977,1.2538649704821463
2013-05-01,6244885.5,12.57391564348621,710289.3999999746,1.4301493595138157
2013-11-30,5171177.540000001,11.94190107799034,491434.90999999584,1.134880215598058
2013-05-19,6287260.53,12.838742378142166,644158.9299999732,1.3153885564925634
2013-03-25,5188600.180000001,11.821073570152738,556786.7499999886,1.2685149956256803
2013-07-20,5729671.450000001,11.78959297851414,577501.0599999909,1.1882884562360665
2013-12-15,5686155.25,12.407952678242161,638557.429999985,1.3934178764780905
2013-03-10,5847480.8100000005,12.485626397231055,600674.1599999836,1.2825682361205364
2013-02-27,6015591.23,11.817684177646637,715975.9399999898,1.4065413047876854
2013-07-31,5749884.55,12.515720168998264,659536.8399999838,1.4356076993902736
2013-07-26,6097864.780000001,12.607959400560736,668322.8699999801,1.381825920289754
2013-11-25,5382282.07,12.073256894316312,614397.8399999951,1.378185472474316
2013-02-13,6242028.760000001,11.906588001907489,732467.099999974,1.39717138769666
2013-09-30,1.08885743E7,12.827260850409138,1253575.5799999714,1.4767719370168195
2013-08-08,5392279.669999999,12.33536091412362,620751.4899999918,1.420029029601482
2013-07-01,5231303.180000001,12.382368822192769,545790.1999999913,1.2918722779776353
2013-08-26,4943124.32,12.53299067719043,535504.1699999971,1.3577382108420375
2013-06-09,5828126.680000001,13.214118666010663,601264.8699999825,1.3632485664987712
2013-08-01,3798156.790000001,12.36137730261017,445438.0399999911,1.4497104732148378
2013-02-14,6427857.22,12.186065754650448,736597.5199999874,1.3964569383251322
2013-01-27,5670524.27,12.043599896353909,602428.1199999874,1.2794942580490056
2013-04-30,5832323.180000001,12.138054772226374,667481.5299999958,1.3891423915554368
2013-01-15,5703349.14,11.477884117295465,666896.3399999888,1.3421164864489339
2013-12-24,4172738.36,11.289998701284645,394057.4199999998,1.0661842119503453
2013-09-17,1.1908854819999998E7,12.720607678388694,1404311.3999999894,1.5000346085072724
2013-06-22,5791056.130000001,12.206910781437077,569201.619999982,1.1998145478153446
2013-03-03,6064989.350000001,12.29442898206409,635860.0599999784,1.2889612658925353
2013-06-18,5816303.13,12.443259745927698,666420.5299999756,1.425724136012921
2013-02-21,6281544.780000001,11.674019577050956,729043.7699999865,1.3549009903749942
2013-03-24,5805679.97,12.4052725742039,592520.2499999847,1.2660662049867089
2013-12-12,6815769.800000001,13.429188586380421,849922.8299999875,1.6746125973826138
2013-01-19,5841459.919999999,11.441952324055391,578979.7599999988,1.134075881926623
2013-02-09,4238015.100000001,10.811097534221416,447577.8899999921,1.1417628556705564
2013-06-03,5632102.550000001,12.437207928575688,632902.6699999709,1.3976205219026703
2013-04-10,6061720.620000001,12.046081305853809,700010.8299999969,1.3910880922714268
2013-12-22,5165240.710000001,12.805122578853817,513882.97999999434,1.273964742310453
2013-07-08,5229735.76,12.637156955137034,574946.5499999931,1.3893034230785792
2013-08-23,5910005.350000001,12.72380824743156,639962.5799999953,1.377792518149162
2013-09-22,1.220731406E7,13.35107385501109,1307044.039999987,1.4295070499555818
2013-04-17,6156719.25,12.26829118842659,713121.3699999978,1.421013410648808
2013-03-15,6957656.750000001,12.438602599399315,770531.3999999689,1.3775232408466265
2013-09-18,1.236606306E7,12.759146856350444,1486105.3199999852,1.5333446004506694
2013-05-04,6611831.3999999985,11.922640430899394,654325.8099999876,1.1798987126754092
2013-10-01,5658021.920000001,12.496486994471796,664396.599999988,1.4674074417638752
2013-09-24,1.1210593840000002E7,12.882156733414385,1329757.1399999876,1.5280314441270215
2013-05-15,6308306.109999999,12.409155950814286,734089.3899999738,1.4440373633593067
2013-11-15,6601712.600000001,12.836381701623772,781519.4299999943,1.5195877673795382
2013-06-12,6229647.200000001,12.80137268077569,717311.789999967,1.4740121321964885
2013-04-06,6660656.789999999,12.492393314040177,639199.2099999908,1.1988499316361936
2013-04-05,6775376.969999999,12.220304904443433,738316.0999999917,1.3316525261707244
2013-10-18,6765234.960000001,12.847253005184301,774540.1499999875,1.4708599669571916
2013-11-03,6046719.97,12.523055895552835,664830.2299999741,1.3768962632054753
2013-02-11,5473257.74,11.925685841720286,626937.7999999842,1.3660352938356373
2013-04-27,6562569.71,12.190901847796,655382.829999992,1.2174663441800873
2013-05-08,6409605.769999999,12.584856345140786,738633.4499999983,1.4502601553863912
2013-05-13,5732081.110000001,12.45768773200268,647819.0499999746,1.4079227556049556
2013-06-24,5436099.1899999995,12.42224626950938,597139.1799999683,1.364546468316465
2013-06-16,5461256.52,12.941764841097,557001.2799999859,1.3199489083786609
2013-06-04,6012305.800000001,12.597891238708678,684204.8899999575,1.4336494310073349
2013-06-02,5835716.48,12.917793331828104,598000.4099999776,1.3237184731647864
2013-03-02,6713062.949999999,11.482112411785431,682677.9899999877,1.1676615399877324
2013-05-24,6455299.3500000015,13.090594372623578,692536.429999971,1.4043831280100805
2013-01-16,5857286.93,11.713051163348764,699260.5099999806,1.3983392358992943
2013-08-16,5967092.83,13.267105183584352,648884.0399999947,1.4427147450007218
2013-08-03,2701560.1400000006,11.924627526450767,273803.6999999912,1.2085635590788524
2013-06-08,5897907.64,12.048619412513354,594313.8899999806,1.2141020696248292
2013-01-06,4853395.48,12.023265414314276,486022.29999998875,1.2040179157572672
2013-02-16,6215394.8100000005,11.461364488807671,606206.9099999784,1.1178627526549
2013-10-27,6064039.390000001,12.945703523112757,660112.1899999783,1.4092284291267434
2013-11-11,5401593.76,12.927978325698502,640550.1199999987,1.533069393186569
